Season,Week,Celebrity,Judge_Total_Score_Raw,Rule_Mode,Estimated_Fan_Vote_Percent_Mean,Estimated_Fan_Vote_Percent_Std,Acceptance_Rate_Percent,Actual_Result,Judge_Rank_Points,Judge_Percent
14,1,Roshon Fegan,23.0,Percentage (Judge% + Fan%),8.31,7.64,100.0,Safe,,8.52
14,1,Melissa Gilbert,20.0,Percentage (Judge% + Fan%),8.34,7.67,100.0,Safe,,7.41
14,1,Martina Navratilova,20.0,Percentage (Judge% + Fan%),8.32,7.64,100.0,Safe,,7.41
14,1,Donald Driver,21.0,Percentage (Judge% + Fan%),8.31,7.66,100.0,Safe,,7.78
14,1,Gavin DeGraw,20.0,Percentage (Judge% + Fan%),8.35,7.7,100.0,Safe,,7.41
14,1,Gladys Knight,23.0,Percentage (Judge% + Fan%),8.37,7.67,100.0,Safe,,8.52
14,1,Katherine Jenkins,26.0,Percentage (Judge% + Fan%),8.35,7.69,100.0,Safe,,9.63
14,1,Maria Menounos,21.0,Percentage (Judge% + Fan%),8.3,7.65,100.0,Safe,,7.78
14,2,William Levy,25.0,Percentage (Judge% + Fan%),8.57,3.86,23.61,Safe,,9.29
14,2,Jack Wagner,21.0,Percentage (Judge% + Fan%),8.79,3.74,23.61,Safe,,7.81
14,2,Sherri Sheperd,23.0,Percentage (Judge% + Fan%),8.67,3.82,23.61,Safe,,8.55
14,2,Jaleel White,22.0,Percentage (Judge% + Fan%),8.72,3.82,23.61,Safe,,8.18
14,2,Roshon Fegan,26.0,Percentage (Judge% + Fan%),8.5,3.88,23.61,Safe,,9.67
14,2,Melissa Gilbert,20.0,Percentage (Judge% + Fan%),8.98,3.73,23.61,Safe,,7.43
14,2,Martina Navratilova,17.0,Percentage (Judge% + Fan%),4.17,1.32,23.61,Eliminated,,6.32
14,2,Donald Driver,24.0,Percentage (Judge% + Fan%),8.59,3.85,23.61,Safe,,8.92
14,2,Gavin DeGraw,21.0,Percentage (Judge% + Fan%),8.85,3.8,23.61,Safe,,7.81
14,2,Gladys Knight,19.0,Percentage (Judge% + Fan%),9.09,3.71,23.61,Safe,,7.06
14,2,Katherine Jenkins,26.0,Percentage (Judge% + Fan%),8.55,3.91,23.61,Safe,,9.67
14,2,Maria Menounos,25.0,Percentage (Judge% + Fan%),8.55,3.88,23.61,Safe,,9.29
14,3,William Levy,28.0,Percentage (Judge% + Fan%),9.3,3.93,11.75,Safe,,10.0
14,3,Jack Wagner,24.0,Percentage (Judge% + Fan%),3.95,1.19,11.75,Eliminated,,8.57
14,3,Sherri Sheperd,24.0,Percentage (Judge% + Fan%),9.75,3.77,11.75,Safe,,8.57
14,3,Jaleel White,25.0,Percentage (Judge% + Fan%),9.63,3.83,11.75,Safe,,8.93
14,3,Roshon Fegan,25.0,Percentage (Judge% + Fan%),9.44,3.74,11.75,Safe,,8.93
14,3,Melissa Gilbert,24.0,Percentage (Judge% + Fan%),9.97,3.87,11.75,Safe,,8.57
14,3,Donald Driver,26.0,Percentage (Judge% + Fan%),9.38,3.83,11.75,Safe,,9.29
14,3,Gavin DeGraw,24.0,Percentage (Judge% + Fan%),9.94,3.84,11.75,Safe,,8.57
14,3,Gladys Knight,24.0,Percentage (Judge% + Fan%),10.13,3.89,11.75,Safe,,8.57
14,3,Katherine Jenkins,29.0,Percentage (Judge% + Fan%),9.19,3.93,11.75,Safe,,10.36
14,3,Maria Menounos,27.0,Percentage (Judge% + Fan%),9.32,3.9,11.75,Safe,,9.64
14,4,William Levy,22.0,Percentage (Judge% + Fan%),10.47,3.85,14.8,Safe,,9.44
14,4,Sherri Sheperd,21.0,Percentage (Judge% + Fan%),4.93,1.4,14.8,Eliminated,,9.01
14,4,Jaleel White,22.0,Percentage (Judge% + Fan%),10.76,3.95,14.8,Safe,,9.44
14,4,Roshon Fegan,26.0,Percentage (Judge% + Fan%),10.13,4.07,14.8,Safe,,11.16
14,4,Melissa Gilbert,22.0,Percentage (Judge% + Fan%),11.05,4.06,14.8,Safe,,9.44
14,4,Donald Driver,27.0,Percentage (Judge% + Fan%),10.02,4.06,14.8,Safe,,11.59
14,4,Gavin DeGraw,23.0,Percentage (Judge% + Fan%),10.97,4.12,14.8,Safe,,9.87
14,4,Gladys Knight,20.0,Percentage (Judge% + Fan%),11.53,4.0,14.8,Safe,,8.58
14,4,Katherine Jenkins,24.0,Percentage (Judge% + Fan%),10.11,3.92,14.8,Safe,,10.3
14,4,Maria Menounos,26.0,Percentage (Judge% + Fan%),10.06,4.04,14.8,Safe,,11.16
14,5,William Levy,29.0,Percentage (Judge% + Fan%),11.3,4.34,26.73,Safe,,12.95
14,5,Jaleel White,24.0,Percentage (Judge% + Fan%),11.99,4.26,26.73,Safe,,10.71
14,5,Roshon Fegan,26.0,Percentage (Judge% + Fan%),11.22,4.23,26.73,Safe,,11.61
14,5,Melissa Gilbert,21.0,Percentage (Judge% + Fan%),12.66,4.21,26.73,Safe,,9.38
14,5,Donald Driver,27.0,Percentage (Judge% + Fan%),11.01,4.21,26.73,Safe,,12.05
14,5,Gavin DeGraw,19.0,Percentage (Judge% + Fan%),6.81,1.8,26.73,Eliminated,,8.48
14,5,Gladys Knight,22.0,Percentage (Judge% + Fan%),12.94,4.33,26.73,Safe,,9.82
14,5,Katherine Jenkins,29.0,Percentage (Judge% + Fan%),10.99,4.3,26.73,Safe,,12.95
14,5,Maria Menounos,27.0,Percentage (Judge% + Fan%),11.07,4.25,26.73,Safe,,12.05
14,6,William Levy,36.0,Percentage (Judge% + Fan%),12.65,4.43,23.58,Safe,,13.95
14,6,Jaleel White,36.9998,Percentage (Judge% + Fan%),13.28,4.67,23.58,Safe,,14.34
14,6,Roshon Fegan,27.9998,Percentage (Judge% + Fan%),13.49,4.18,23.58,Safe,,10.85
14,6,Melissa Gilbert,30.0,Percentage (Judge% + Fan%),14.39,4.58,23.58,Safe,,11.63
14,6,Donald Driver,33.9999,Percentage (Judge% + Fan%),12.49,4.32,23.58,Safe,,13.18
14,6,Gladys Knight,24.0,Percentage (Judge% + Fan%),8.51,2.03,23.58,Eliminated,,9.3
14,6,Katherine Jenkins,38.9999,Percentage (Judge% + Fan%),12.1,4.45,23.58,Safe,,15.12
14,6,Maria Menounos,29.999899999999997,Percentage (Judge% + Fan%),13.1,4.24,23.58,Safe,,11.63
14,7,William Levy,26.5,Percentage (Judge% + Fan%),14.93,4.4,15.29,Safe,,14.44
14,7,Jaleel White,25.5,Percentage (Judge% + Fan%),8.24,1.9,15.29,Eliminated,,13.9
14,7,Roshon Fegan,26.0,Percentage (Judge% + Fan%),15.66,4.52,15.29,Safe,,14.17
14,7,Melissa Gilbert,23.5,Percentage (Judge% + Fan%),16.93,4.61,15.29,Safe,,12.81
14,7,Donald Driver,26.5,Percentage (Judge% + Fan%),14.81,4.37,15.29,Safe,,14.44
14,7,Katherine Jenkins,27.0,Percentage (Judge% + Fan%),14.43,4.31,15.29,Safe,,14.71
14,7,Maria Menounos,28.5,Percentage (Judge% + Fan%),14.98,4.61,15.29,Safe,,15.53
14,8,William Levy,28.5,Percentage (Judge% + Fan%),17.39,4.58,12.44,Safe,,17.43
14,8,Roshon Fegan,28.0,Percentage (Judge% + Fan%),9.86,2.04,12.44,Eliminated,,17.13
14,8,Melissa Gilbert,25.5,Percentage (Judge% + Fan%),19.77,4.85,12.44,Safe,,15.6
14,8,Donald Driver,27.5,Percentage (Judge% + Fan%),17.63,4.55,12.44,Safe,,16.82
14,8,Katherine Jenkins,27.5,Percentage (Judge% + Fan%),17.39,4.43,12.44,Safe,,16.82
14,8,Maria Menounos,26.5,Percentage (Judge% + Fan%),17.96,4.43,12.44,Safe,,16.21
14,9,William Levy,29.0,Percentage (Judge% + Fan%),27.04,4.91,19.24,Safe,,25.22
14,9,Donald Driver,28.5,Percentage (Judge% + Fan%),27.57,4.94,19.24,Safe,,24.78
14,9,Katherine Jenkins,28.0,Percentage (Judge% + Fan%),27.5,4.83,19.24,Safe,,24.35
14,9,Maria Menounos,29.5,Percentage (Judge% + Fan%),17.9,2.8,19.24,Eliminated,,25.65
14,10,William Levy,29.666600000000003,Percentage (Judge% + Fan%),32.89,6.56,100.0,Safe,,33.21
14,10,Donald Driver,29.666600000000003,Percentage (Judge% + Fan%),33.58,6.61,100.0,Safe,,33.21
14,10,Katherine Jenkins,30.0,Percentage (Judge% + Fan%),33.53,6.61,100.0,Safe,,33.58
15,1,Gilles Marini,24.0,Percentage (Judge% + Fan%),8.06,7.44,23.0,Safe,,8.68
15,1,Sabrina Bryan,22.5,Percentage (Judge% + Fan%),8.15,7.39,23.0,Safe,,8.14
15,1,Kirstie Alley,19.0,Percentage (Judge% + Fan%),8.62,7.44,23.0,Safe,,6.87
15,1,Kelly Monaco,21.5,Percentage (Judge% + Fan%),8.24,7.41,23.0,Safe,,7.78
15,1,Apolo Anton Ohno,22.0,Percentage (Judge% + Fan%),8.13,7.42,23.0,Safe,,7.96
15,1,Emmitt Smith,24.5,Percentage (Judge% + Fan%),8.12,7.41,23.0,Safe,,8.86
15,1,Shawn Johnson,22.0,Percentage (Judge% + Fan%),8.11,7.43,23.0,Safe,,7.96
15,1,Pamela Anderson,17.0,Percentage (Judge% + Fan%),1.15,0.82,23.0,Eliminated,,6.15
15,1,Helio Castroneves,21.5,Percentage (Judge% + Fan%),8.22,7.42,23.0,Safe,,7.78
15,1,Joey Fatone,20.5,Percentage (Judge% + Fan%),8.38,7.49,23.0,Safe,,7.41
15,1,Drew Lachey,21.5,Percentage (Judge% + Fan%),8.16,7.31,23.0,Safe,,7.78
15,1,Bristol Palin,19.5,Percentage (Judge% + Fan%),8.45,7.42,23.0,Safe,,7.05
15,1,Melissa Rycroft,21.0,Percentage (Judge% + Fan%),8.2,7.37,23.0,Safe,,7.59
15,2,Gilles Marini,25.5,Percentage (Judge% + Fan%),8.36,3.66,8.27,Safe,,9.24
15,2,Sabrina Bryan,26.0,Percentage (Judge% + Fan%),8.44,3.73,8.27,Safe,,9.42
15,2,Kirstie Alley,21.0,Percentage (Judge% + Fan%),9.4,3.71,8.27,Safe,,7.61
15,2,Kelly Monaco,22.0,Percentage (Judge% + Fan%),8.93,3.63,8.27,Safe,,7.97
15,2,Apolo Anton Ohno,24.5,Percentage (Judge% + Fan%),8.45,3.61,8.27,Safe,,8.88
15,2,Emmitt Smith,22.5,Percentage (Judge% + Fan%),8.7,3.63,8.27,Safe,,8.15
15,2,Shawn Johnson,25.0,Percentage (Judge% + Fan%),8.46,3.7,8.27,Safe,,9.06
15,2,Helio Castroneves,23.0,Percentage (Judge% + Fan%),8.79,3.7,8.27,Safe,,8.33
15,2,Joey Fatone,22.5,Percentage (Judge% + Fan%),3.21,1.05,8.27,Eliminated,,8.15
15,2,Drew Lachey,22.5,Percentage (Judge% + Fan%),8.81,3.64,8.27,Safe,,8.15
15,2,Bristol Palin,18.0,Percentage (Judge% + Fan%),9.69,3.55,8.27,Safe,,6.52
15,2,Melissa Rycroft,23.5,Percentage (Judge% + Fan%),8.75,3.67,8.27,Safe,,8.51
15,3,Gilles Marini,25.5,Percentage (Judge% + Fan%),9.24,3.73,8.44,Safe,,9.17
15,3,Sabrina Bryan,25.5,Percentage (Judge% + Fan%),9.32,3.69,8.44,Safe,,9.17
15,3,Kirstie Alley,24.0,Percentage (Judge% + Fan%),10.3,3.96,8.44,Safe,,8.63
15,3,Kelly Monaco,27.0,Percentage (Judge% + Fan%),9.55,3.87,8.44,Safe,,9.71
15,3,Apolo Anton Ohno,25.5,Percentage (Judge% + Fan%),9.25,3.65,8.44,Safe,,9.17
15,3,Emmitt Smith,25.0,Percentage (Judge% + Fan%),9.59,3.77,8.44,Safe,,8.99
15,3,Shawn Johnson,26.5,Percentage (Judge% + Fan%),9.17,3.72,8.44,Safe,,9.53
15,3,Helio Castroneves,25.5,Percentage (Judge% + Fan%),3.61,1.12,8.44,Eliminated,,9.17
15,3,Drew Lachey,24.0,Percentage (Judge% + Fan%),9.84,3.74,8.44,Safe,,8.63
15,3,Bristol Palin,22.5,Percentage (Judge% + Fan%),10.76,3.93,8.44,Safe,,8.09
15,3,Melissa Rycroft,27.0,Percentage (Judge% + Fan%),9.38,3.84,8.44,Safe,,9.71
15,4,Gilles Marini,39.5,Percentage (Judge% + Fan%),11.21,4.21,11.53,Safe,,12.29
15,4,Sabrina Bryan,35.5,Percentage (Judge% + Fan%),11.56,4.03,11.53,Safe,,11.04
15,4,Kirstie Alley,30.0,Percentage (Judge% + Fan%),13.17,4.13,11.53,Safe,,9.33
15,4,Kelly Monaco,37.5,Percentage (Judge% + Fan%),11.71,4.23,11.53,Safe,,11.66
15,4,Apolo Anton Ohno,34.5,Percentage (Judge% + Fan%),11.64,4.01,11.53,Safe,,10.73
15,4,Emmitt Smith,36.0,Percentage (Judge% + Fan%),11.83,4.15,11.53,Safe,,11.2
15,4,Shawn Johnson,39.5,Percentage (Judge% + Fan%),11.1,4.16,11.53,Safe,,12.29
15,4,Bristol Palin,32.0,Percentage (Judge% + Fan%),6.2,1.54,11.53,Eliminated,,9.95
15,4,Melissa Rycroft,37.0,Percentage (Judge% + Fan%),11.59,4.18,11.53,Safe,,11.51
15,5,Gilles Marini,28.25,Percentage (Judge% + Fan%),11.93,4.55,100.0,Safe,,12.71
15,5,Sabrina Bryan,29.25,Percentage (Judge% + Fan%),12.33,4.61,100.0,Safe,,13.16
15,5,Kirstie Alley,26.25,Percentage (Judge% + Fan%),14.02,4.87,100.0,Safe,,11.81
15,5,Kelly Monaco,25.75,Percentage (Judge% + Fan%),12.47,4.62,100.0,Safe,,11.59
15,5,Apolo Anton Ohno,28.25,Percentage (Judge% + Fan%),12.41,4.63,100.0,Safe,,12.71
15,5,Emmitt Smith,28.0,Percentage (Judge% + Fan%),12.61,4.65,100.0,Safe,,12.6
15,5,Shawn Johnson,28.25,Percentage (Judge% + Fan%),11.84,4.54,100.0,Safe,,12.71
15,5,Melissa Rycroft,28.25,Percentage (Judge% + Fan%),12.38,4.61,100.0,Safe,,12.71
15,6,Gilles Marini,27.5,Percentage (Judge% + Fan%),13.12,4.03,8.92,Safe,,12.17
15,6,Sabrina Bryan,30.0,Percentage (Judge% + Fan%),5.92,1.52,8.92,Eliminated,,13.27
15,6,Kirstie Alley,27.5,Percentage (Judge% + Fan%),14.66,4.46,8.92,Safe,,12.17
15,6,Kelly Monaco,27.0,Percentage (Judge% + Fan%),13.56,4.05,8.92,Safe,,11.95
15,6,Apolo Anton Ohno,30.0,Percentage (Judge% + Fan%),12.93,4.2,8.92,Safe,,13.27
15,6,Emmitt Smith,26.5,Percentage (Judge% + Fan%),13.81,4.12,8.92,Safe,,11.73
15,6,Shawn Johnson,28.0,Percentage (Judge% + Fan%),12.98,4.04,8.92,Safe,,12.39
15,6,Melissa Rycroft,29.5,Percentage (Judge% + Fan%),13.02,4.18,8.92,Safe,,13.05
15,7,Gilles Marini,33.4998,Percentage (Judge% + Fan%),13.98,4.84,100.0,Safe,,13.84
15,7,Kirstie Alley,27.999899999999997,Percentage (Judge% + Fan%),15.56,5.09,100.0,Safe,,11.57
15,7,Kelly Monaco,36.0,Percentage (Judge% + Fan%),14.41,4.92,100.0,Safe,,14.88
15,7,Apolo Anton Ohno,33.0,Percentage (Judge% + Fan%),13.75,4.84,100.0,Safe,,13.64
15,7,Emmitt Smith,34.4999,Percentage (Judge% + Fan%),14.69,4.97,100.0,Safe,,14.26
15,7,Shawn Johnson,37.9998,Percentage (Judge% + Fan%),13.8,4.83,100.0,Safe,,15.7
15,7,Melissa Rycroft,38.9999,Percentage (Judge% + Fan%),13.81,4.84,100.0,Safe,,16.12
15,8,Gilles Marini,29.2777,Percentage (Judge% + Fan%),7.67,1.79,13.39,Eliminated,,14.69
15,8,Kirstie Alley,25.5,Percentage (Judge% + Fan%),16.86,4.54,13.39,Safe,,12.8
15,8,Kelly Monaco,28.3333,Percentage (Judge% + Fan%),15.43,4.42,13.39,Safe,,14.22
15,8,Apolo Anton Ohno,29.2777,Percentage (Judge% + Fan%),14.79,4.3,13.39,Safe,,14.69
15,8,Emmitt Smith,29.0554,Percentage (Judge% + Fan%),15.56,4.56,13.39,Safe,,14.58
15,8,Shawn Johnson,27.8333,Percentage (Judge% + Fan%),15.05,4.27,13.39,Safe,,13.97
15,8,Melissa Rycroft,30.0,Percentage (Judge% + Fan%),14.65,4.38,13.39,Safe,,15.05
15,9,Kelly Monaco,27.110999999999997,Percentage (Judge% + Fan%),22.26,4.85,19.93,Safe,,19.23
15,9,Apolo Anton Ohno,28.611,Percentage (Judge% + Fan%),12.99,2.46,19.93,Eliminated,,20.29
15,9,Emmitt Smith,27.0,Percentage (Judge% + Fan%),22.4,4.83,19.93,Safe,,19.15
15,9,Shawn Johnson,29.5,Percentage (Judge% + Fan%),21.26,4.88,19.93,Safe,,20.92
15,9,Melissa Rycroft,28.7777,Percentage (Judge% + Fan%),21.09,4.75,19.93,Safe,,20.41
15,10,Kelly Monaco,29.1109,Percentage (Judge% + Fan%),34.45,6.63,100.0,Safe,,33.31
15,10,Shawn Johnson,28.944300000000002,Percentage (Judge% + Fan%),32.86,6.57,100.0,Safe,,33.12
15,10,Melissa Rycroft,29.333099999999998,Percentage (Judge% + Fan%),32.68,6.55,100.0,Safe,,33.57
16,1,Ingo Rademacher,20.0,Percentage (Judge% + Fan%),8.29,7.64,100.0,Safe,,8.73
16,1,Zendaya,24.0,Percentage (Judge% + Fan%),8.33,7.67,100.0,Safe,,10.48
16,1,Dorothy Hamill,21.0,Percentage (Judge% + Fan%),8.31,7.63,100.0,Safe,,9.17
16,1,Victor Ortiz,18.0,Percentage (Judge% + Fan%),8.3,7.65,100.0,Safe,,7.86
16,1,Alexandra Raisman,21.0,Percentage (Judge% + Fan%),8.35,7.66,100.0,Safe,,9.17
16,1,Jacoby Jones,20.0,Percentage (Judge% + Fan%),8.33,7.7,100.0,Safe,,8.73
16,1,D. L. Hughley,12.0,Percentage (Judge% + Fan%),8.32,7.64,100.0,Safe,,5.24
16,1,Andy Dick,17.0,Percentage (Judge% + Fan%),8.36,7.71,100.0,Safe,,7.42
16,1,Wynonna Judd,18.0,Percentage (Judge% + Fan%),8.31,7.63,100.0,Safe,,7.86
16,1,Kellie Pickler,21.0,Percentage (Judge% + Fan%),8.34,7.71,100.0,Safe,,9.17
16,1,Lisa Vanderpump,18.0,Percentage (Judge% + Fan%),8.36,7.67,100.0,Safe,,7.86
16,1,Sean Lowe,19.0,Percentage (Judge% + Fan%),8.4,7.71,100.0,Safe,,8.3
16,2,Ingo Rademacher,20.0,Percentage (Judge% + Fan%),8.28,3.86,100.0,Safe,,8.2
16,2,Zendaya,26.0,Percentage (Judge% + Fan%),8.34,3.86,100.0,Safe,,10.66
16,2,Dorothy Hamill,15.0,Percentage (Judge% + Fan%),8.34,3.88,100.0,Safe,,6.15
16,2,Victor Ortiz,18.0,Percentage (Judge% + Fan%),8.31,3.86,100.0,Safe,,7.38
16,2,Alexandra Raisman,24.0,Percentage (Judge% + Fan%),8.33,3.86,100.0,Safe,,9.84
16,2,Jacoby Jones,23.0,Percentage (Judge% + Fan%),8.34,3.86,100.0,Safe,,9.43
16,2,D. L. Hughley,16.0,Percentage (Judge% + Fan%),8.3,3.85,100.0,Safe,,6.56
16,2,Andy Dick,20.0,Percentage (Judge% + Fan%),8.36,3.87,100.0,Safe,,8.2
16,2,Wynonna Judd,18.0,Percentage (Judge% + Fan%),8.31,3.86,100.0,Safe,,7.38
16,2,Kellie Pickler,26.0,Percentage (Judge% + Fan%),8.34,3.87,100.0,Safe,,10.66
16,2,Lisa Vanderpump,18.0,Percentage (Judge% + Fan%),8.37,3.89,100.0,Safe,,7.38
16,2,Sean Lowe,20.0,Percentage (Judge% + Fan%),8.38,3.9,100.0,Safe,,8.2
16,3,Ingo Rademacher,21.0,Percentage (Judge% + Fan%),9.42,3.92,28.05,Safe,,8.94
16,3,Zendaya,25.9998,Percentage (Judge% + Fan%),9.23,4.04,28.05,Safe,,11.06
16,3,Victor Ortiz,23.0,Percentage (Judge% + Fan%),9.28,3.96,28.05,Safe,,9.79
16,3,Alexandra Raisman,23.0,Percentage (Judge% + Fan%),9.34,4.02,28.05,Safe,,9.79
16,3,Jacoby Jones,25.9998,Percentage (Judge% + Fan%),9.26,4.06,28.05,Safe,,11.06
16,3,D. L. Hughley,16.0,Percentage (Judge% + Fan%),10.13,3.77,28.05,Safe,,6.81
16,3,Andy Dick,18.0,Percentage (Judge% + Fan%),9.92,3.9,28.05,Safe,,7.66
16,3,Wynonna Judd,15.0,Percentage (Judge% + Fan%),5.04,1.55,28.05,Eliminated,,6.38
16,3,Kellie Pickler,25.0,Percentage (Judge% + Fan%),9.28,4.03,28.05,Safe,,10.64
16,3,Lisa Vanderpump,21.0,Percentage (Judge% + Fan%),9.58,3.99,28.05,Safe,,8.94
16,3,Sean Lowe,21.0,Percentage (Judge% + Fan%),9.52,3.96,28.05,Safe,,8.94
16,4,Ingo Rademacher,23.0,Percentage (Judge% + Fan%),10.37,4.09,21.54,Safe,,10.27
16,4,Zendaya,26.0,Percentage (Judge% + Fan%),9.92,4.07,21.54,Safe,,11.61
16,4,Victor Ortiz,18.0,Percentage (Judge% + Fan%),10.99,3.81,21.54,Safe,,8.04
16,4,Alexandra Raisman,27.0,Percentage (Judge% + Fan%),10.06,4.17,21.54,Safe,,12.05
16,4,Jacoby Jones,24.0,Percentage (Judge% + Fan%),10.16,4.07,21.54,Safe,,10.71
16,4,D. L. Hughley,21.0,Percentage (Judge% + Fan%),11.22,4.15,21.54,Safe,,9.38
16,4,Andy Dick,21.0,Percentage (Judge% + Fan%),11.01,4.11,21.54,Safe,,9.38
16,4,Kellie Pickler,26.0,Percentage (Judge% + Fan%),10.05,4.15,21.54,Safe,,11.61
16,4,Lisa Vanderpump,18.0,Percentage (Judge% + Fan%),5.4,1.56,21.54,Eliminated,,8.04
16,4,Sean Lowe,20.0,Percentage (Judge% + Fan%),10.83,4.01,21.54,Safe,,8.93
16,5,Ingo Rademacher,21.0,Percentage (Judge% + Fan%),11.93,4.08,21.81,Safe,,10.05
16,5,Zendaya,29.0,Percentage (Judge% + Fan%),10.72,4.25,21.81,Safe,,13.88
16,5,Victor Ortiz,21.0,Percentage (Judge% + Fan%),12.41,4.24,21.81,Safe,,10.05
16,5,Alexandra Raisman,25.0,Percentage (Judge% + Fan%),11.09,4.19,21.81,Safe,,11.96
16,5,Jacoby Jones,26.0,Percentage (Judge% + Fan%),11.13,4.27,21.81,Safe,,12.44
16,5,D. L. Hughley,18.0,Percentage (Judge% + Fan%),6.79,1.77,21.81,Eliminated,,8.61
16,5,Andy Dick,18.0,Percentage (Judge% + Fan%),13.07,4.15,21.81,Safe,,8.61
16,5,Kellie Pickler,27.0,Percentage (Judge% + Fan%),10.9,4.22,21.81,Safe,,12.92
16,5,Sean Lowe,24.0,Percentage (Judge% + Fan%),11.96,4.34,21.81,Safe,,11.48
16,6,Ingo Rademacher,23.0,Percentage (Judge% + Fan%),13.68,4.41,19.78,Safe,,12.2
16,6,Zendaya,25.5,Percentage (Judge% + Fan%),12.23,4.29,19.78,Safe,,13.53
16,6,Victor Ortiz,20.0,Percentage (Judge% + Fan%),7.68,1.85,19.78,Eliminated,,10.61
16,6,Alexandra Raisman,26.0,Percentage (Judge% + Fan%),12.5,4.36,19.78,Safe,,13.79
16,6,Jacoby Jones,22.5,Percentage (Judge% + Fan%),13.14,4.2,19.78,Safe,,11.94
16,6,Andy Dick,21.5,Percentage (Judge% + Fan%),14.92,4.58,19.78,Safe,,11.41
16,6,Kellie Pickler,27.0,Percentage (Judge% + Fan%),12.16,4.32,19.78,Safe,,14.32
16,6,Sean Lowe,23.0,Percentage (Judge% + Fan%),13.69,4.41,19.78,Safe,,12.2
16,7,Ingo Rademacher,25.0,Percentage (Judge% + Fan%),15.84,4.76,36.63,Safe,,13.59
16,7,Zendaya,30.0,Percentage (Judge% + Fan%),13.9,4.67,36.63,Safe,,16.3
16,7,Alexandra Raisman,32.0,Percentage (Judge% + Fan%),13.97,4.76,36.63,Safe,,17.39
16,7,Jacoby Jones,27.0,Percentage (Judge% + Fan%),15.03,4.74,36.63,Safe,,14.67
16,7,Andy Dick,17.0,Percentage (Judge% + Fan%),11.39,2.5,36.63,Eliminated,,9.24
16,7,Kellie Pickler,29.0,Percentage (Judge% + Fan%),13.91,4.62,36.63,Safe,,15.76
16,7,Sean Lowe,24.0,Percentage (Judge% + Fan%),15.95,4.66,36.63,Safe,,13.04
16,8,Ingo Rademacher,24.0,Percentage (Judge% + Fan%),19.26,4.91,28.8,Safe,,15.43
16,8,Zendaya,29.0,Percentage (Judge% + Fan%),16.55,4.82,28.8,Safe,,18.65
16,8,Alexandra Raisman,28.0,Percentage (Judge% + Fan%),16.8,4.76,28.8,Safe,,18.01
16,8,Jacoby Jones,26.0,Percentage (Judge% + Fan%),18.16,4.85,28.8,Safe,,16.72
16,8,Kellie Pickler,27.5,Percentage (Judge% + Fan%),16.85,4.72,28.8,Safe,,17.68
16,8,Sean Lowe,21.0,Percentage (Judge% + Fan%),12.38,2.51,28.8,Eliminated,,13.5
16,9,Ingo Rademacher,25.5,Percentage (Judge% + Fan%),14.95,2.62,20.18,Eliminated,,18.09
16,9,Zendaya,27.5,Percentage (Judge% + Fan%),21.24,4.69,20.18,Safe,,19.5
16,9,Alexandra Raisman,29.5,Percentage (Judge% + Fan%),20.75,4.85,20.18,Safe,,20.92
16,9,Jacoby Jones,29.5,Percentage (Judge% + Fan%),22.01,5.14,20.18,Safe,,20.92
16,9,Kellie Pickler,29.0,Percentage (Judge% + Fan%),21.05,4.87,20.18,Safe,,20.57
16,10,Zendaya,30.0,Percentage (Judge% + Fan%),26.97,5.12,29.14,Safe,,25.64
16,10,Alexandra Raisman,29.0,Percentage (Judge% + Fan%),18.11,3.04,29.14,Eliminated,,24.79
16,10,Jacoby Jones,27.999899999999997,Percentage (Judge% + Fan%),28.23,5.07,29.14,Safe,,23.93
16,10,Kellie Pickler,30.0,Percentage (Judge% + Fan%),26.7,5.06,29.14,Safe,,25.64
17,1,Valerie Harper,21.0,Percentage (Judge% + Fan%),8.31,7.68,100.0,Safe,,8.2
17,1,Brant Daugherty,22.0,Percentage (Judge% + Fan%),8.29,7.61,100.0,Safe,,8.59
17,1,Elizabeth Berkley Lauren,24.0,Percentage (Judge% + Fan%),8.33,7.68,100.0,Safe,,9.38
17,1,Leah Remini,21.0,Percentage (Judge% + Fan%),8.31,7.64,100.0,Safe,,8.2
17,1,Corbin Bleu,24.0,Percentage (Judge% + Fan%),8.33,7.67,100.0,Safe,,9.38
17,1,Amber Riley,27.0,Percentage (Judge% + Fan%),8.32,7.67,100.0,Safe,,10.55
17,1,Keyshawn Johnson,17.0,Percentage (Judge% + Fan%),8.33,7.67,100.0,Safe,,6.64
17,1,Bill Engvall,18.0,Percentage (Judge% + Fan%),8.31,7.62,100.0,Safe,,7.03
17,1,Christina Milian,22.0,Percentage (Judge% + Fan%),8.38,7.7,100.0,Safe,,8.59
17,1,"Nicole ""Snooki"" Polizzi",23.0,Percentage (Judge% + Fan%),8.34,7.67,100.0,Safe,,8.98
17,1,Jack Osbourne,23.0,Percentage (Judge% + Fan%),8.39,7.69,100.0,Safe,,8.98
17,1,Bill Nye,14.0,Percentage (Judge% + Fan%),8.36,7.68,100.0,Safe,,5.47
17,2,Valerie Harper,19.0,Percentage (Judge% + Fan%),9.06,3.7,18.38,Safe,,7.14
17,2,Brant Daugherty,23.0,Percentage (Judge% + Fan%),8.61,3.82,18.38,Safe,,8.65
17,2,Elizabeth Berkley Lauren,25.0,Percentage (Judge% + Fan%),8.52,3.85,18.38,Safe,,9.4
17,2,Leah Remini,24.0,Percentage (Judge% + Fan%),8.56,3.83,18.38,Safe,,9.02
